1.6908,1.2446,2.5585,1.6507,1.5374,1.6645,1.5917,1.6008
1.7528,2.3012,1.9663,2.1868,0.74408,1.7213,1.7744,1.7272
3.479,2.9511,3.2494,1.8695,3.2811,3.1985,3.3512,3.2022
3.6363,3.1542,3.6518,4.744,2.3562,3.2989,3.4065,3.2116
2.8036,3.3607,3.1248,4.432,2.3068,2.7836,3.2936,2.9649
3.7834,3.3073,3.2127,4.6559,3.8295,2.9726,3.5825,3.119
4.6838,4.1502,3.6565,3.2097,1.4974,4.6135,4.4047,4.7523
5.3611,4.2051,3.3204,3.4433,3.2046,4.5676,6.7518,5.7033
7.3327,4.1805,7.5834,3.6424,5.6481,7.7766,5.8203,6.7587
4.1385,4.1366,3.9636,3.572,4.9894,4.5293,4.2076,4.6464
4.2393,4.2088,4.0131,3.5763,4.9731,4.5404,4.178,4.7771
2.6954,2.4381,2.859,3.2729,2.9011,2.6946,2.4764,2.7322
1.8916,2.3179,2.7377,2.196,2.0872,2.1935,2.0303,2.0873
1.7839,3.2145,1.7672,3.7221,2.0144,2.0237,1.6902,2.0154
2.1807,3.5702,1.9924,3.2381,1.911,2.7499,2.485,2.631
7.5583,4.5871,6.5727,6.1909,5.5151,5.6836,6.8504,7.2582
6.6183,4.1259,7.2074,5.2694,8.6237,4.725,5.5269,6.4454
1.4912,3.1276,1.9817,4.1763,1.946,1.3032,1.5874,1.6428
4.5647,3.8525,4.0873,3.4768,3.3581,4.1027,4.049,3.8999
6.7386,4.5472,5.4863,4.2858,6.7219,5.2395,5.9974,6.6015
4.5697,4.35,5.4143,4.8584,0.16084,4.557,7.0129,5.6485
4.5615,4.3481,3.9468,3.759,-0.45726,4.7638,3.833,4.7723
3.5908,3.7891,3.9556,2.5028,2.9243,2.4842,2.717,2.9676
6.2055,4.6073,4.31,5.0125,7.0646,6.3879,6.0641,6.9644
6.6223,4.6573,6.3417,5.6139,5.9723,6.293,6.3364,6.1662
1.8383,2.8039,2.8082,5.4035,0.89642,2.0808,1.84,1.5827
3.1648,3.2729,3.3094,4.4985,3.859,3.1972,3.0475,2.9232
1.2954,2.4685,2.1232,2.6487,2.176,2.1851,1.5268,1.6209
4.6987,4.136,2.3328,3.835,3.4355,4.1255,4.7786,4.3265
4.5511,4.0106,2.3321,3.9248,4.2656,3.9355,4.6192,4.3
1.5208,2.7317,1.7652,3.3619,1.2713,1.7901,1.6751,1.946
1.6096,3.641,1.9816,3.1392,0.84026,1.782,2.0374,1.933
4.2038,4.1009,2.9153,1.9515,2.9973,4.8734,4.5186,4.7706
5.8626,4.1514,3.0317,1.8931,3.2368,5.2643,6.8375,5.3803
4.1683,4.1342,3.1507,2.1174,2.2946,5.1138,4.5953,4.5314
2.4037,3.9337,3.8081,3.8544,2.6465,2.4709,2.4249,3.1346
3.128,3.9919,2.3273,2.4676,1.025,4.9922,0.36671,3.7115
2.3497,3.4323,2.3293,3.022,1.9332,2.3378,2.5205,2.6594
2.95,3.9114,4.2583,5.0405,2.9338,3.2352,3.2298,3.4486
5.9758,4.1825,3.9292,3.9726,6.5949,5.4306,7.0653,6.151
